PC_ConceptID,Estado,PC_Término_Preferido,Sensibilidad,Creación_Nombre,Revisado,Consultar,Sabor,id_Laboratorio Comercial,Laboratorio_Comercial,id_ISP,reg_ISP,glosa_ISP,id_Bioequivalente,reg_ISP_Bioequivalente,glosa_ISP_Bioequivalente,ConceptID_Fármacos _Medicamento_Clínico,Preferido_Fármacos _Medicamento_Clínico,Estado,ConceptID_Fármacos_Familia_de_Productos,Preferido_Fármacos_Familia_de_Productos,Estado,Comercializado,id_FFE,glosa_FFE,ConceptID_SNM,Preferido_SNM,Grupo
836651000000000,Vigente,atemperator solución oral para gotas (Neuroscience),Sensible,Manual,No,No,,9653,Neuroscience División (Recalcine),18946,F-5662/15,ATEMPERATOR SOLUCIÓN PARA GOTAS ORALES 375 mg/mL,,,,6.97821E+14,ácido valproico 375 mg/mL gotas orales,Vigente ,775431000000000,atemperator,Vigente ,Si,9843,solución oral para gotas,373873005,producto biológico/farmacéutico ,0
836661000000000,Vigente,prodel - B comprimido (Pasteur),Sensible,Manual,No,No,,9618,Laboratorios Pasteur Ltda.,22683,F-11632/16,PRODEL-B COMPRIMIDOS,,,,6.78481E+14,"betametasona 0,25 mg + clorfenamina 2 mg comprimido",Vigente ,791681000000000,prodel,Vigente ,Si,9840,comprimido,373873005,producto biológico/farmacéutico ,0
836671000000000,Vigente,seroquel 100 mg comprimido recubierto (Astrazeneca),Sensible,Manual,No,No,,9462,AstraZeneca S.A.,23079,F-7201/15,SEROQUEL COMPRIMIDOS RECUBIERTOS 100 mg,22771,F-18294/15,QUETKARE COMPRIMIDOS RECUBIERTOS 100 mg.,6.97831E+14,quetiapina 100 mg comprimido,Vigente ,771831000000000,seroquel,Vigente ,Si,9926,comprimido recubierto,373873005,producto biológico/farmacéutico ,0
836681000000000,Vigente,angicon 2 mg comprimido (Royal Pharma),Sensible,Manual,No,No,,9679,Royal Pharma S.A.,18859,F-21676/15,ANGICON COMPRIMIDOS 2 mg,,,,6.95831E+14,doxazosina 2 mg comprimido,Vigente ,775261000000000,angicon,Vigente ,Si,9840,comprimido,373873005,producto biológico/farmacéutico ,0
836691000000000,Vigente,cotina comprimido (Sanitas),Sensible,Manual,No,No,,9559,Instituto Sanitas S.A.,19785,F-3416/15,COTINA COMPRIMIDOS 50 mg,,,,6.91761E+14,ácido nicotínico 50 mg comprimido,Vigente ,807621000000000,cotina,Vigente ,Si,9840,comprimido,373873005,producto biológico/farmacéutico ,0
836701000000000,Vigente,alertex 200 mg comprimido (Saval),Sensible,Manual,No,No,,9596,Laboratorio Saval S.A.,18686,F-15507/16,ALERTEX COMPRIMIDOS 200 mg,,,,6.94961E+14,modafinilo 200 mg comprimido,Vigente ,774531000000000,alertex,Vigente ,Si,9840,comprimido,373873005,producto biológico/farmacéutico ,0
836711000000000,Vigente,coversyl 10 mg comprimido recubierto (Servier),Sensible,Manual,No,No,,9626,Laboratorios Servier S.A.,19799,F-21143/14,COVERSYL A COMPRIMIDOS RECUBIERTOS 10 mg (PERINDOPRIL ARGININA),,,,6.76831E+14,perindopril 10 mg comprimido,Vigente ,805371000000000,coversyl,Vigente ,Si,9926,comprimido recubierto,373873005,producto biológico/farmacéutico ,0
836721000000000,Vigente,inmufen 250 mg cápsula (Ascend),Sensible,Manual,No,No,,9458,Ascend Laboratories SpA,21222,F-20109/13,INMUFEN CÁPSULAS 250 mg,,,,6.97341E+14,micofenolato mofetilo 250 mg cápsula,Vigente ,778351000000000,inmufen,Vigente ,Si,10036,cápsula,373873005,producto biológico/farmacéutico ,0
836731000000000,Vigente,enalapril maleato 20 mg comprimido (Ándromaco),Sensible,Manual,No,No,,9604,Laboratorios Andrómaco S.A.,20355,F-20637/13,ENALAPRIL MALEATO COMPRIMIDOS 20 mg,,,,6.73851E+14,enalapril 20 mg comprimido,Vigente ,784051000000000,enalapril maleato,Vigente ,Si,9840,comprimido,373873005,producto biológico/farmacéutico ,0
836741000000000,Vigente,ácido folínico 50 mg polvo liofilizado para solución inyectable (Fresenius Kabi),Sensible,Manual,No,No,,9573,Lab. Fresenius Kabi Chile Ltda.,18551,F-15107/15,ÁCIDO FOLÍNICO LIOFILIZADO PARA SOLUCIÓN INYECTABLE 50 mg,,,,6.96951E+14,leucovorina 50 mg inyectable,Vigente ,801781000000000,ácido folínico,Vigente ,Si,10010,polvo liofilizado para solución inyectable,373873005,producto biológico/farmacéutico ,0
836751000000000,Vigente,andibet 850 mg comprimido recubierto (Chemopharma),Sensible,Manual,No,No,,9577,Laboratorio Chemopharma S.A.,,,,,,,6.89871E+14,metformina 850 mg comprimido,Vigente ,776831000000000,andibet,Vigente ,Si,9926,comprimido recubierto,373873005,producto biológico/farmacéutico ,0
836761000000000,Vigente,glukaut 500 / 5 comprimido recubierto (Sanitas),Sensible,Manual,No,No,,9559,Instituto Sanitas S.A.,20964,F-14331/14,GLUKAUT 500/5 COMPRIMIDOS RECUBIERTOS,,,,6.86641E+14,glibenclamida 5 mg + metformina 500 mg comprimido,Vigente ,806411000000000,glukaut,Vigente ,Si,9926,comprimido recubierto,373873005,producto biológico/farmacéutico ,0
836771000000000,Vigente,gynera gragea (Bayer),Sensible,Manual,No,No,,9469,Bayer S.A.,,,,,,,6.88331E+14,etinilestradiol 30 mcg + gestodeno 75 mcg comprimido,Vigente ,800851000000000,gynera,Vigente ,Si,9842,gragea,373873005,producto biológico/farmacéutico ,0
836781000000000,Vigente,ortoxine sabor frambuesa comprimido de disolución bucal (Euromed),Sensible,Manual,No,No,9700 ¦ frambuesa,9611,Laboratorios Euromed Chile S.A.,,,,,,,6.84251E+14,clorhexidina 5 mg comprimido,Vigente ,784991000000000,ortoxine sabor frambuesa,Vigente ,Si,9937,comprimido de disolución bucal,373873005,producto biológico/farmacéutico ,0
836791000000000,Vigente,"rocaltrol 0,5 mcg cápsula blanda (Roche)",Sensible,Manual,No,No,,9670,Productos Roche Ltda.,22964,F-4174/15,"ROCALTROL CÁPSULAS BLANDAS 0,5 mcg",,,,6.95881E+14,calcitriol 500 ng cápsula,Vigente ,783731000000000,rocaltrol,Vigente ,Si,9946,cápsula blanda,373873005,producto biológico/farmacéutico ,0
836801000000000,Vigente,bagomigral comprimido recubierto (Bagó),Sensible,Manual,No,No,,9605,Laboratorios Bagó S.A.,19071,F-17375/14,"BAGOMIGRAL COMPRIMIDOS RECUBIERTOS 2,5 mg",,,,6.81961E+14,"naratriptán 2,5 mg comprimido",Vigente ,774131000000000,bagomigral,Vigente ,Si,9926,comprimido recubierto,373873005,producto biológico/farmacéutico ,0
836811000000000,Vigente,cold cream stick bálsamo labial (Avène),Sensible,Manual,No,No,,9506,Eau Thermale Avène División (Pierre Fabre Dermo - Cosmetique Chile Ltda),,,,,,,6.74561E+14,bálsamo labial,Vigente ,806541000000000,cold cream,Vigente ,Si,9870,bálsamo labial,373873005,producto biológico/farmacéutico ,0
836821000000000,Vigente,prednisona 5 mg comprimido (Mintlab),Sensible,Manual,No,No,,9647,Mintlab Co. S.A.,22635,F-3376/15,PREDNISONA COMPRIMIDOS 5 mg,,,,6.82361E+14,prednisona 5 mg comprimido,Vigente ,803441000000000,prednisona,Vigente ,Si,9840,comprimido,373873005,producto biológico/farmacéutico ,0
836831000000000,Vigente,glycylpressin polvo liofilizado para solución inyectable con solvente (Ferring),Sensible,Manual,No,No,,9524,Ferring Productos Farmacéuticos SpA,20966,F-20396/14,GLYPRESSIN LIOFILIZADO PARA PARA SOLUCIÓN INYECTABLE 1 mg CON SOLVENTE(TERLIPRESINA DIACETATO PENTAHIDRATO ),,,,6.96011E+14,terlipresina 1 mg inyectable,Vigente ,804881000000000,glycylpressin,Vigente ,Si,9935,polvo liofilizado para solución inyectable con solvente,373873005,producto biológico/farmacéutico ,0
836841000000000,Vigente,"acepran 0,5 mg comprimido (Andrómaco)",Sensible,Manual,No,No,,9604,Laboratorios Andrómaco S.A.,,,,,,,6.78601E+14,"clonazepam 0,5 mg comprimido",Vigente ,773831000000000,acepran,Vigente ,Si,9840,comprimido,373873005,producto biológico/farmacéutico ,0
836851000000000,Vigente,cloval jarabe (Saval),Sensible,Manual,No,No,,9596,Laboratorio Saval S.A.,,,,,,,6.80731E+14,clobutinol 20 mg/5 mL solución oral,Vigente ,793711000000000,cloval,Vigente ,Si,9845,jarabe,373873005,producto biológico/farmacéutico ,0
836861000000000,Vigente,ortoxine sabor miel + limón comprimido de disolución bucal (Euromed),Sensible,Manual,No,No,,9611,Laboratorios Euromed Chile S.A.,,,,,,,6.84251E+14,clorhexidina 5 mg comprimido,Vigente ,784921000000000,ortoxine sabor miel + limón,Vigente ,Si,9937,comprimido de disolución bucal,373873005,producto biológico/farmacéutico ,0
836871000000000,Vigente,trelibec forte comprimido (Mintlab),Sensible,Manual,No,No,,9647,Mintlab Co. S.A.,23512,F-6942/15,TRELIBEC FORTE COMPRIMIDOS,,,,6.76871E+14,sulfametoxazol 800 mg + trimetoprima 160 mg comprimido,Vigente ,806381000000000,trelibec forte,Vigente ,Si,9840,comprimido,373873005,producto biológico/farmacéutico ,0
836881000000000,Vigente,famotidina 40 mg comprimido recubierto (Chemopharma),Sensible,Manual,No,No,,9577,Laboratorio Chemopharma S.A.,20575,F-3276/10,FAMOTIDINA COMPRIMIDOS RECUBIERTOS 40 mg,,,,6.84651E+14,famotidina 40 mg comprimido,Vigente ,789341000000000,famotidina,Vigente ,Si,9926,comprimido recubierto,373873005,producto biológico/farmacéutico ,0
836891000000000,Vigente,minigest comprimido recubierto (Andrómaco),Sensible,Manual,No,No,,9604,Laboratorios Andrómaco S.A.,21957,F-13066/13,MINIGEST COMPRIMIDOS,,,,6.88331E+14,etinilestradiol 30 mcg + gestodeno 75 mcg comprimido,Vigente ,807341000000000,minigest,Vigente ,Si,9926,comprimido recubierto,373873005,producto biológico/farmacéutico ,0
836901000000000,Vigente,resotyl 100 mg comprimido (Drugtech),Sensible,Manual,No,No,,9505,Drugtech División (Recalcine),22870,F-14005/14,RESOTYL COMPRIMIDOS 100 mg,,,,6.83121E+14,modafinilo 100 mg comprimido,Vigente ,802051000000000,resotyl,Vigente ,Si,9840,comprimido,373873005,producto biológico/farmacéutico ,0
836911000000000,Vigente,clatic 250 mg/5 mL polvo granular para suspensión oral (Pasteur),Sensible,Manual,No,No,,9618,Laboratorios Pasteur Ltda.,19562,F-15417/16,CLATIC POLVO GRANULAR PARA SUSPENSIÓN ORAL 250 mg/5 mL,,,,6.98111E+14,claritromicina 250 mg/5 mL polvo para preparado oral,Vigente ,793341000000000,clatic,Vigente ,Si,9812,polvo granular para suspensión oral,373873005,producto biológico/farmacéutico ,0
836921000000000,Vigente,isosorbida dinitrato 10 mg comprimido (Andrómaco),Sensible,Manual,No,No,,9604,Laboratorios Andrómaco S.A.,21284,F-7205/15,ISOSORBIDA DINITRATO COMPRIMIDOS 10 mg,,,,6.98791E+14,isosorbida dinitrato 10 mg comprimido,Vigente ,772021000000000,isosorbida dinitrato,Vigente ,Si,9840,comprimido,373873005,producto biológico/farmacéutico ,0
836931000000000,Vigente,somnil 10 mg comprimido (Tecnofarma),Sensible,Manual,No,No,,9690,Tecnofarma S.A.,,,,,,,6.73441E+14,zolpidem 10 mg comprimido,Vigente ,779461000000000,somnil,Vigente ,Si,9840,comprimido,373873005,producto biológico/farmacéutico ,0
836941000000000,Vigente,zapinex FT 10 mg comprimido de disolución bucal (Andrómaco),Sensible,Manual,No,No,,9604,Laboratorios Andrómaco S.A.,23881,F-15171/15,ZAPINEX FT COMPRIMIDOS DE DISOLUCIÓN BUCAL 10 mg,,,,6.79661E+14,olanzapina 10 mg comprimido,Vigente ,780941000000000,zapinex FT,Vigente ,Si,9937,comprimido de disolución bucal,373873005,producto biológico/farmacéutico ,0
836951000000000,Vigente,atenfar 20 mg comprimido recubierto (Medipharm),Sensible,Manual,No,No,,9669,Productos Farmacéuticos Medipharm Ltda.,18953,F-20737/13,ATENFAR COMPRIMIDOS RECUBIERTOS 20 mg,,,,6.94171E+14,atorvastatina 20 mg comprimido,Vigente ,786011000000000,atenfar,Vigente ,Si,9926,comprimido recubierto,373873005,producto biológico/farmacéutico ,0
836961000000000,Vigente,amikacina 500 mg/2 mL solución inyectable (Lab Chile),Sensible,Manual,No,No,,9578,Laboratorio Chile S.A.,,,,,,,6.80521E+14,amikacina 500 mg/2 mL (250 mg/mL) inyectable,Vigente ,793451000000000,amikacina,Vigente ,Si,9971,solución inyectable,373873005,producto biológico/farmacéutico ,0
836971000000000,Vigente,primidona 250 mg comprimido (Andrómaco),Sensible,Manual,No,No,,9604,Laboratorios Andrómaco S.A.,22668,F-11351/11,PRIMIDONA COMPRIMIDOS 250 mg,,,,6.95771E+14,primidona 250 mg comprimido,Vigente ,806211000000000,primidona,Vigente ,Si,9840,comprimido,373873005,producto biológico/farmacéutico ,0
836981000000000,Vigente,zyvox comprimido recubierto (Pfizer),Sensible,Manual,No,No,,9591,Laboratorio Pfizer de Chile S.A.,23975,F-6666/15,ZYVOX COMPRIMIDOS RECUBIERTOS 600 mg,21560,F-21354/14,LINEZOLIDA COMPRIMIDOS RECUBIERTOS 600 mg,6.84911E+14,linezolid 600 mg comprimido,Vigente ,780131000000000,zyvox,Vigente ,Si,9926,comprimido recubierto,373873005,producto biológico/farmacéutico ,0
836991000000000,Vigente,alsylax gragea entérica (Boehringer I.),Sensible,Manual,No,No,,9481,Boehringer Ingelheim,18732,F-20833/14,ALSYLAX GRAGEAS ENTÉRICAS 5 mg,,,,6.83191E+14,bisacodilo 5 mg comprimido,Vigente ,793041000000000,alsylax,Vigente ,Si,9838,gragea entérica,373873005,producto biológico/farmacéutico ,0
837001000000000,Vigente,coversyl 5 mg comprimido recubierto (Servier),Sensible,Manual,No,No,,9626,Laboratorios Servier S.A.,19800,F-22527/16,COVERSYL A COMPRIMIDOS RECUBIERTOS 5 mg,,,,6.82461E+14,perindopril 5 mg comprimido,Vigente ,805371000000000,coversyl,Vigente ,Si,9926,comprimido recubierto,373873005,producto biológico/farmacéutico ,0
837011000000000,Vigente,carbamazepina 200 mg comprimido (Lab Chile),Sensible,Manual,No,No,,9578,Laboratorio Chile S.A.,19352,F-3893/15,CARBAMAZEPINA COMPRIMIDOS 200 mg,,,,6.97681E+14,carbamazepina 200 mg comprimido,Vigente ,778571000000000,carbamazepina,Vigente ,Si,9840,comprimido,373873005,producto biológico/farmacéutico ,0
837021000000000,Vigente,tamisa 30 / 75 gragea (Euromed),Sensible,Manual,No,No,,9611,Laboratorios Euromed Chile S.A.,23302,F-19669/12,TÁMISA 30/75 GRAGEAS,,,,6.88331E+14,etinilestradiol 30 mcg + gestodeno 75 mcg comprimido,Vigente ,806531000000000,tamisa,Vigente ,Si,9842,gragea,373873005,producto biológico/farmacéutico ,0
837031000000000,Vigente,epamin cápsula de liberación prolongada (Pfizer),Sensible,Manual,No,No,,9591,Laboratorio Pfizer de Chile S.A.,20393,F-14285/14,EPAMIN CÁPSULAS DE LIBERACIÓN PROLONGADA 100 mg,,,,6.93621E+14,fenitoína 100 mg cápsula liberación modificada,Vigente ,799281000000000,epamin,Vigente ,Si,9947,cápsula de liberación prolongada,373873005,producto biológico/farmacéutico ,0
837041000000000,Vigente,amobiotic 500 mg/5 mL polvo para suspensión oral con solvente (Lab Chile),Sensible,Manual,No,No,,9578,Laboratorio Chile S.A.,,,,,,,6.77941E+14,amoxicilina 500 mg/5 mL polvo para preparado oral,Vigente ,776241000000000,amobiotic,Vigente ,Si,9806,polvo para suspensión oral con solvente,373873005,producto biológico/farmacéutico ,0
837051000000000,Vigente,bivir comprimido recubierto (Andrómaco),Sensible,Manual,No,No,,9604,Laboratorios Andrómaco S.A.,19210,F-12502/12,BIVIR COMPRIMIDOS RECUBIERTOS,,,,6.77491E+14,lamivudina 150 mg + zidovudina 300 mg comprimido,Vigente ,784431000000000,bivir,Vigente ,Si,9926,comprimido recubierto,373873005,producto biológico/farmacéutico ,0
837061000000000,Vigente,beof solución oftálmica (Nicolich),Sensible,Manual,No,No,,9657,Oftalmer Nicolich División (Saval),19122,F-5522/15,"BEOF SOLUCIÓN OFTÁLMICA AL 0,5%",,,,6.87211E+14,"betaxolol 0,5% (5 mg/mL) colirio",Vigente ,784171000000000,beof,Vigente ,Si,9967,solución oftálmica,373873005,producto biológico/farmacéutico ,0
837071000000000,Vigente,renacenz solución inyectable (Pharmavita),Sensible,Manual,No,No,,9619,Laboratorios Pharmavita S.A.,,,,,,,6.93571E+14,"cerebrolysin 2152 mg/10 mL (215,2 mg/mL) inyectable",Vigente ,774191000000000,renacenz,Vigente ,Si,9971,solución inyectable,373873005,producto biológico/farmacéutico ,0
837081000000000,Vigente,atorvastatina 10 mg comprimido recubierto (Lab Chile),Sensible,Manual,No,No,,9578,Laboratorio Chile S.A.,18969,F-19646/12,ATORVASTATINA COMPRIMIDOS RECUBIERTOS 10 mg,,,,6.80721E+14,atorvastatina 10 mg comprimido,Vigente ,770171000000000,atorvastatina,Vigente ,Si,9926,comprimido recubierto,373873005,producto biológico/farmacéutico ,0
837091000000000,Vigente,plusgin cápsula (Raffo),Sensible,Manual,No,No,,9620,Laboratorios Raffo S.A.,22594,F-21281/14,PLUSGIN CÁPSULAS 150 mg (FLUCONAZOL),,,,6.97281E+14,fluconazol 50 mg cápsula,Vigente ,792061000000000,plusgin,Vigente ,Si,10036,cápsula,373873005,producto biológico/farmacéutico ,0
837101000000000,Vigente,amlodipino 10 mg comprimido recubierto (Lab Chile),Sensible,Manual,No,No,,9578,Laboratorio Chile S.A.,18782,F-14338/14,AMLODIPINO COMPRIMIDOS RECUBIERTOS 10 mg,,,,6.79111E+14,amlodipino 10 mg comprimido,Vigente ,806081000000000,amlodipino,Vigente ,Si,9926,comprimido recubierto,373873005,producto biológico/farmacéutico ,0
837111000000000,Vigente,aurorix 150 mg comprimido recubierto (HLB Phama),Sensible,Manual,No,No,,9554,HLB Pharma Group Chile Ltda.,18997,F-8120/11,AURORIX COMPRIMIDOS RECUBIERTOS 150 mg,,,,6.91121E+14,moclobemida 150 mg comprimido,Vigente ,807821000000000,aurorix,Vigente ,Si,9926,comprimido recubierto,373873005,producto biológico/farmacéutico ,0
837121000000000,Vigente,nimbex solución inyectable (GSK),Sensible,Manual,No,No,,9544,Glaxo Smithkline Chile Farmacéutica Ltda.,,,,,,,6.74791E+14,cisatracurio besilato 20 mg/10 mL (2 mg/mL) inyectable,Vigente ,806611000000000,nimbex,Vigente ,Si,9971,solución inyectable,373873005,producto biológico/farmacéutico ,0
837131000000000,Vigente,berocca plus comprimido recubierto (Bayer),Sensible,Manual,No,No,,9469,Bayer S.A.,19125,F-7399/16,BEROCCA PLUS COMPRIMIDOS RECUBIERTOS,,,,6.92021E+14,multivitamínico + sales minerales comprimido,Vigente ,806721000000000,berocca plus,Vigente ,Si,9926,comprimido recubierto,373873005,producto biológico/farmacéutico ,0
837141000000000,Vigente,"betaplex 12,5 mg comprimido (Cardiopharm)",Sensible,Manual,No,No,,9486,Cardiopharm División (Recalcine),19157,F-20033/13,"BETAPLEX COMPRIMIDOS 12,5 mg",,,,6.72471E+14,"carvedilol 12,5 mg comprimido",Vigente ,780911000000000,betaplex,Vigente ,Si,9840,comprimido,373873005,producto biológico/farmacéutico ,0
837151000000000,Vigente,eranz 10 mg comprimido recubierto (Wyeth),Sensible,Manual,No,No,,9631,Laboratorios Wyeth Inc.,20405,F-860/08,ERANZ COMPRIMIDOS RECUBIERTOS 10 mg,,,,6.87701E+14,donepezilo 10 mg comprimido,Vigente ,794791000000000,eranz,Vigente ,Si,9926,comprimido recubierto,373873005,producto biológico/farmacéutico ,0
837161000000000,Vigente,bromazepam 3 mg comprimido (Lab Chile),Sensible,Manual,No,No,,9578,Laboratorio Chile S.A.,19250,F-6426/10,"BROMAZEPAM COMPRIMIDOS 3,0 mg",,,,6.81801E+14,bromazepam 3 mg comprimido,Vigente ,776411000000000,bromazepam,Vigente ,Si,9840,comprimido,373873005,producto biológico/farmacéutico ,0
837171000000000,Vigente,tioridazina 25 mg gragea (Sanitas),Sensible,Manual,No,No,,9559,Instituto Sanitas S.A.,23434,F-3563/10,TIORIDAZINA CLORHIDRATO GRAGEAS 25 mg,,,,6.90551E+14,tioridazina 25 mg comprimido,Vigente ,806691000000000,tioridazina,Vigente ,Si,9842,gragea,373873005,producto biológico/farmacéutico ,0
837181000000000,Vigente,muxol solución inyectable (Saval),Sensible,Manual,No,No,,9596,Laboratorio Saval S.A.,22037,F-5469/15,MUXOL SOLUCIÓN INYECTABLE 15 mg/2 mL,,,,6.88641E+14,"ambroxol 15 mg/2 mL (7,5 mg/mL) inyectable",Vigente ,807791000000000,muxol,Vigente ,Si,9971,solución inyectable,373873005,producto biológico/farmacéutico ,0
837191000000000,Vigente,rosvel 20 mg comprimido recubierto (Lab Chile),Sensible,Manual,No,No,,9578,Laboratorio Chile S.A.,,,,,,,6.90191E+14,rosuvastatina 20 mg comprimido,Vigente ,802211000000000,rosvel,Vigente ,Si,9926,comprimido recubierto,373873005,producto biológico/farmacéutico ,0
837201000000000,Vigente,fluoxetina 20 mg comprimido (OPKO),Sensible,Manual,No,No,,9658,OPKO CHILE S.A.,20741,F-16612/12,FLUOXETINA COMPRIMIDOS 20 mg,,,,6.77891E+14,fluoxetina 20 mg comprimido,Vigente ,771401000000000,fluoxetina,Vigente ,Si,9840,comprimido,373873005,producto biológico/farmacéutico ,0
837211000000000,Vigente,sin flu comprimido (Valma),Sensible,Manual,No,No,,9599,Laboratorio Valma Ltda.,23122,F-11672/16,SINFLU COMPRIMIDOS 500 mg,,,,6.86341E+14,paracetamol 500 mg comprimido,Vigente ,806641000000000,sin flu,Vigente ,Si,9840,comprimido,373873005,producto biológico/farmacéutico ,0
837221000000000,Vigente,escitalopram 10 mg comprimido recubierto (Mintlab),Sensible,Manual,No,No,,9647,Mintlab Co. S.A.,20440,F-21595/14,ESCITALOPRAM COMPRIMIDOS RECUBIERTOS 10 mg,,,,6.89901E+14,escitalopram 10 mg comprimido,Vigente ,803151000000000,escitalopram,Vigente ,Si,9926,comprimido recubierto,373873005,producto biológico/farmacéutico ,0
837231000000000,Vigente,telebrix 30 meglumina solución inyectable (Guerbet),Sensible,Manual,No,No,,9550,Guerbet Importado (Tecnoimagen de Chile S.A.),23352,F-2507/14,TELEBRIX 30 MEGLUMINA SOLUCIÓN INYECTABLE AL 66%,,,,6.94571E+14,"meglumina ioxitalamato 660,30 mg/mL (iodo 300 mg/mL) inyectable",Vigente ,777411000000000,telebrix 30 meglumina,Vigente ,Si,9971,solución inyectable,373873005,producto biológico/farmacéutico ,0
837241000000000,Vigente,somno XR comprimido bicapa de liberación prolongada (Saval),Sensible,Manual,No,No,,9596,Laboratorio Saval S.A.,23160,F-17445/14,"SOMNO XR COMPRIMIDOS RECUBIERTOS DE LIBERACIÓN PROLONGADA 12,5 mg",,,,6.98261E+14,"zolpidem 12,5 mg comprimido liberación modificada",Vigente ,777321000000000,somno XR,Vigente ,Si,9830,comprimido bicapa de liberación prolongada,373873005,producto biológico/farmacéutico ,0
837251000000000,Vigente,tonalgen 10 mg comprimido (Andrómaco),Sensible,Manual,No,No,,9604,Laboratorios Andrómaco S.A.,23453,F-11372/11,TONALGEN COMPRIMIDOS 10 mg,,,,6.82011E+14,ciclobenzaprina 10 mg comprimido,Vigente ,777431000000000,tonalgen,Vigente ,Si,9840,comprimido,373873005,producto biológico/farmacéutico ,0
837261000000000,Vigente,midazolam 15 mg/3 mL solución inyectable (Pfizer),Sensible,Manual,No,No,,9591,Laboratorio Pfizer de Chile S.A.,21934,F-8207/16,MIDAZOLAM SOLUCIÓN INYECTABLE 15 mg/3 mL,,,,6.91581E+14,midazolam 15 mg/3 mL (5 mg/mL) inyectable,Vigente ,778071000000000,midazolam,Vigente ,Si,9971,solución inyectable,373873005,producto biológico/farmacéutico ,0
837271000000000,Vigente,elixine lentocaps 300 mg cápsula con gránulos de liberación prolongada (Saval),Sensible,Manual,No,No,,9596,Laboratorio Saval S.A.,20299,F-5533/15,ELIXINE LENTOCAPS CÁPSULAS CON GRÁNULOS DE LIBERACIÓN PROLONGADA 300 mg,,,,6.84111E+14,teofilina 300 mg cápsula liberación modificada,Vigente ,797301000000000,elixine lentocaps,Vigente ,Si,9912,cápsula con gránulos de liberación prolongada,373873005,producto biológico/farmacéutico ,0
837281000000000,Vigente,zyloric 300 mg comprimido (GSK),Sensible,Manual,No,No,,9544,Glaxo Smithkline Chile Farmacéutica Ltda.,23965,F-2442/14,ZYLORIC COMPRIMIDOS 300 mg,18725,F-15166/15,ALOPURINOL COMPRIMIDOS 300 mg,6.95451E+14,alopurinol 300 mg comprimido,Vigente ,780281000000000,zyloric,Vigente ,Si,9840,comprimido,373873005,producto biológico/farmacéutico ,0
837291000000000,Vigente,cresadex 10 mg comprimido recubierto (Cardiopharm),Sensible,Manual,No,No,,9486,Cardiopharm División (Recalcine),19811,F-14759/15,CRESADEX COMPRIMIDOS RECUBIERTOS 10 mg,,,,6.91201E+14,rosuvastatina 10 mg comprimido,Vigente ,791021000000000,cresadex,Vigente ,Si,9926,comprimido recubierto,373873005,producto biológico/farmacéutico ,0
837301000000000,Vigente,rasilez D 300 / 25 comprimido recubierto (Novartis),Sensible,Manual,No,No,,9654,Novartis Chile S.A.,22810,F-17200/13,RASILEZ D 300/25 COMPRIMIDOS RECUBIERTOS,,,,6.89441E+14,aliskireno 300 mg + hidroclorotiazida 25 mg comprimido,Vigente ,801381000000000,rasilez D,Vigente ,Si,9926,comprimido recubierto,373873005,producto biológico/farmacéutico ,0
837311000000000,Vigente,risperdal 1 mg comprimido recubierto (Janssen),Sensible,Manual,No,Si,,9565,Janssen Cilag Chile S.A.,22934,F-22518/16,RISPERDAL COMPRIMIDOS RECUBIERTOS 1 mg,,,,6.71831E+14,risperidona 1 mg comprimido,Vigente ,802881000000000,risperdal,Vigente ,Si,9926,comprimido recubierto,373873005,producto biológico/farmacéutico ,0
837321000000000,Vigente,crotamitón 10% loción tópica (Andrómaco),Sensible,Manual,No,No,,9604,Laboratorios Andrómaco S.A.,19828,F-11249/16,CROTAMITON LOCIÓN 10%,,,,6.76781E+14,crotamitón 10% (100 mg/mL) loción,Vigente ,806601000000000,crotamitón,Vigente ,Si,10016,loción tópica,373873005,producto biológico/farmacéutico ,0
837331000000000,Vigente,olanzyl 5 mg comprimido recubierto (Axon Pharma),Sensible,Manual,No,No,,9465,Axon Pharma SpA,22327,F-16440/12,OLANZYL COMPRIMIDOS RECUBIERTOS 5 mg,,,,6.80541E+14,olanzapina 5 mg comprimido,Vigente ,794941000000000,olanzyl,Vigente ,Si,9926,comprimido recubierto,373873005,producto biológico/farmacéutico ,0
837341000000000,Vigente,allegra 180 mg comprimido recubierto (Sanofi Aventis),Sensible,Manual,No,No,,9595,Laboratorio Sanofi Aventis de Chile S.A.,18715,F-12446/12,ALLEGRA COMPRIMIDOS RECUBIERTOS 180 mg,20599,F-22334/15,FENAX COMPRIMIDOS RECUBIERTOS 180 mg (FEXOFENADINA CLORHIDRATO),6.98101E+14,fexofenadina 180 mg comprimido,Vigente ,775731000000000,allegra,Vigente ,Si,9926,comprimido recubierto,373873005,producto biológico/farmacéutico ,0
837351000000000,Vigente,vytorin 10 / 20 comprimido (MSD),Sensible,Manual,No,No,,9580,"Laboratorio Farmacéutico Merck Sharp & Dohme Chile, Inc",23817,F-14729/15,VYTORIN 10/20 COMPRIMIDOS,,,,6.85671E+14,ezetimiba 10 mg + simvastatina 20 mg comprimido,Vigente ,779381000000000,vytorin,Vigente ,Si,9840,comprimido,373873005,producto biológico/farmacéutico ,0
